x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,v
1.2644272304394217,1.8322102442890902,6.131578963761646,0.7785111097116632,1.5366152685125032,0.5538116096681048,1.3015329968611922,0.754062265796469,-2.869053253453322,1.4611012318931957,0.665066079782739,0.898218829686831,A1
1.1924527908238212,0.5162530960902842,5.152382779693355,-0.27022200680947184,0.9595286682764211,0.5485716568785765,0.397378664377227,1.0893758985287483,-2.918728768544958,0.4957895074706873,0.7698921045879226,0.4083728763913499,A1
0.6876231724439147,0.8421072454828975,4.687999864094158,0.8447978202279343,-0.12103130971914522,0.8775276741034195,0.1534595095479656,1.711498487759581,-3.579990514921365,1.437498593772167,1.126963202562301,0.17670252589627128,A1
-0.4402042067743696,-0.7116775099293025,4.073436469275473,-0.0675296480151894,-0.14055835167879072,-0.32741335970228375,-0.7527402376481013,-0.5636239802253549,-5.24408442988696,-0.5591434374701061,0.03423732344592201,-0.055663467630343744,A1
-0.017211573610882838,0.16635533040562817,5.06315788336084,0.24111765706974428,-0.14568241682008343,-0.030298843252400065,-0.040291749648961976,-0.002534116220594419,-4.329520574309988,0.5203082322999399,-0.30623968906818144,-0.14997868369936662,A1
-0.36124915197294993,-0.23512908507285427,3.6186654041927353,-1.2954112389767674,-0.6387379176967002,-0.023609902769195446,-0.24024090656236124,-0.09848553248925385,-4.8187486332144776,0.14328657688091734,-0.22474890654009566,-0.35005407376259123,A1
0.19357317587410208,0.4163376727905923,4.617415907387497,0.6188148546430242,-0.14355859462842366,-0.5059109406167527,0.058838027466253995,0.26904218091109844,-3.883150784231898,-0.46033335077805504,-0.37061447860758023,0.5891354233963976,A1
-0.8712364037751216,-0.6572269577827599,3.516985748286766,-0.4780915415706778,-1.3996429062998534,-0.9365857521115756,-0.571808681896979,-0.7305083562069747,-4.694771568266076,-0.31490906312897127,-1.1891982239791667,-1.1218539879814728,A1
-1.8696431240425568,-1.809916428214748,3.262445143669763,-1.9281280649002472,-2.1406944519629016,-1.7979535477037996,-2.1611177072977283,-1.530861279774175,-5.999063679099705,-2.462975642599171,-2.033071892559466,-2.1173895971060577,A1
-1.0380150014191463,-1.0172447925199595,3.6125928628426878,-0.15240716387379416,-0.892576472849419,-0.6996344098286464,-0.6193295111795742,-1.6448845044350109,-5.38792872520081,-1.2394051801936978,-1.4943080301865006,-0.6238699768537488,A1
0.16821917092727262,-0.2973582574488294,4.604915390190711,0.17584374754828996,-0.16226577091302227,0.4228304867222811,-0.2572080825363605,0.16232853785565088,-4.744054261707747,0.29905000534261483,-0.08487676979031575,-0.45268052619721855,A1
1.1730332692249996,0.6235618177896907,5.4227761979221505,1.4482173766858892,1.1992331186943863,1.4284262270623587,1.6361576519596106,0.8840157419623793,-3.6804191489728297,1.108705841123276,0.654399281600831,1.2383322235746068,A1
-1.0762589002612095,-1.1741937571125112,3.6366872008034457,-0.932962937168548,-1.4469223456357991,-0.4552982357815335,-0.9445435448308007,-0.8273046712566,-6.220981307926719,-0.9415908890773694,-0.29590436736482406,-0.7131278140067763,A1
0.4714318670610064,0.4393929543914767,4.905366856629014,0.22808830616864093,1.0222888419938265,0.7189176241931079,1.165398180777071,0.8570277521210883,-3.8890953305474123,0.6134665782075326,0.9214365469314401,0.7134520997238285,A1
