x1,x2,m1
-1.2441613411656915,1.2783630610721326,A
-1.1800805721081797,1.1988552740648961,A
-0.6582252928340345,0.7135786277689421,A
0.3903271805192538,-0.48787745381956055,A
-0.015277182489441442,-0.04961416400104343,A
0.41134418380462245,-0.30934561091199375,A
-0.1643824538123368,0.22179481919008176,A
0.9924647748709545,-0.7456463917771303,A
1.945681936542775,-1.7842443813478146,A
1.0326491244314917,-1.0381842995360995,A
-0.15124316834409537,0.18435302364932796,A
-1.0680337777592466,1.2721602445005717,A
1.1276889228162836,-1.019440839717421,A
-0.49261916380552545,0.4478844571427903,A
0.0605222401341253,0.002675667948846383,A
1.1038739747632802,-1.046788144392617,A
1.5592617803582274,-1.5676041644353413,A
-0.061760089730264305,0.061763747165719855,A
-0.47726228921164593,0.2817172723591692,A
0.7033512122551867,-0.5895826576455784,A
1.6787716534076293,-1.8574922443939348,A
-0.45458576472330225,0.452594963295312,A
1.1888098010455868,-1.0620612001734027,A
1.6980527597953659,-1.4135153528554043,A
1.004644890374213,-1.209064359316538,A
-0.7173484783039294,0.5973208923358988,A
0.8289294760246587,-0.738132039470193,A
-0.5367524955467411,0.5315304560855887,A
0.32413699747726743,-0.51650384153809,A
-0.35906955918322736,0.20141788212918776,A
-0.19849900684996533,0.10748099518862517,A
0.08526488181687679,0.012269905490419522,A
2.97058698084877,-2.940527329103176,A
-0.9549895930651708,0.6961587557910942,A
-0.1786376275357833,0.17213478095240328,A
-0.8512159888704134,0.7695681260381495,A
0.28975667346064804,-0.08058856741584565,A
0.48715443154878463,-0.5836436711818932,A
-0.32791029407785005,0.1735459837070809,A
0.49033545234355386,-0.5590763917722482,A
0.19165383351026216,-0.17541932412826572,A
0.7167619441047806,-0.5030591203990511,A
-1.724068267958016,1.6728131205032424,A
-0.6453536000888844,0.5976605993250241,A
2.3275478420592797,-2.1690372494827037,A
0.6351792238671976,-0.5263514164905145,A
-0.74451367535077,0.6514116692497007,A
0.3875364938710804,-0.2228661151704689,A
0.7812104951592107,-0.7661906835077414,A
0.44045508225592656,-0.4558384985480495,A
-2.361043312353112,2.3258469413740306,A
0.29935320422361883,-0.3628205214395666,A
1.2068670006867535,-1.2540518177081286,A
-0.4047391237426313,0.2481867330575639,A
-0.8774976023486721,1.1318067846805009,A
-2.261307465119786,2.374313705026577,A
-1.8417211531557673,1.7886982740754207,A
2.4485748156531,-2.402369856027527,A
0.3873795478310686,-0.36630101515163555,A
0.4598190448768293,-0.39558364354033154,A
-0.7793844201898288,0.8091753195902911,A
0.8511931218648383,-0.985885655633753,A
1.1327813110274012,-1.1830912446470374,A
-0.5423250376847863,0.45009400437569336,A
1.2073788134376733,-0.9853803820422586,A
1.1157758278861833,-1.1542756408206762,A
-0.7953302143533514,0.8218330798353934,A
-0.5795541493336027,0.4126285694495781,A
-0.616269570472107,0.6860586188471801,A
-2.0551260910270326,2.0103795787171395,A
0.17489909367368145,-0.3889727929217089,A
1.0592321454429372,-0.8475303569851874,A
0.7834101802045044,-0.8647222828538308,A
-0.38856777393565334,0.49914566180179176,A
-0.8792335202042886,0.9408415440567278,A
0.21138849559447392,-0.10183060193582683,A
0.9559570214251828,-0.9811034207033061,A
0.3132622197619937,-0.059896399128765765,A
-1.1687491443258915,1.2014542057602495,A
-0.21995217335108846,0.26646670331607036,A
-1.555914691952995,1.2999988309980806,A
0.6198081110417484,-0.6689318520312271,A
0.3703276351323609,-0.2768077625250419,A
0.3252142470929905,-0.25613292345150995,A
0.0491046454459096,-0.23472567999474936,A
-0.768989684861023,0.9659208930227944,A
-0.46064489333965103,0.27365890224127226,A
0.8504344503747263,-0.9222791923462317,A
0.41769529909808856,-0.18494488522791186,A
-1.7100559388603018,1.7967152465962049,A
-0.06136582961029084,0.20670467455090424,A
0.6736400342922061,-0.6160044376333379,A
1.4482213967871536,-1.4822932183054203,A
-1.3320212037943642,1.5643144436334704,A
-0.11473877810984207,-0.014476951496796057,A
0.7494827419838775,-0.3581086379641544,A
1.5824069613182492,-1.6934087038636085,A
-0.09683886228416196,0.1626410078578871,A
-0.5274672810915015,0.8278011517342068,A
-0.776058135569052,0.7314080065239067,A
0.6862800260449149,-0.14976702940769698,B
-0.2460004642563246,-0.17584114564725356,B
2.0083911419349256,-1.575994266574783,B
-0.6002258134983389,0.15864533147416066,B
0.32692533824889547,-0.7159345794163801,B
-2.1021499971550774,1.8525240316949227,B
0.27364614832369666,-0.8403575514085595,B
