x1,x2,y
1.1734795141384349,A,0.49405115404645694
-0.002451607065831771,D,-1.2960869786751774
-0.6979973944339952,B,1.7822792591973649
1.8216297962939485,C,1.3947657834194103
1.4115146756187282,D,2.3527593315379614
2.4120680773412913,D,5.636010658678819
1.4398093329401975,C,1.3915090835457338
0.05595731399376676,C,0.6767798772549559
0.10368506090662256,D,0.17543097565190088
-0.4932353342592828,C,-0.6936610148873286
0.687642921462195,A,-0.39156880292330376
-0.0537357925137552,C,0.5578327756647956
2.0606455860823423,C,1.7279357170133371
0.946280852389654,C,0.5852214087034422
1.049173702366956,B,-2.949972067725339
-0.7056249310350459,D,-1.5714153385371925
-0.7495565831750834,D,-0.7859749887890073
-1.4072155216128754,B,2.970561845719623
-0.6313545521773432,C,-0.5196211468416163
0.08722437886829228,A,-0.9030286251884052
-0.54912586166719,D,-1.41167072924258
1.7503899140925017,D,3.33694824390183
0.5069100219322465,C,0.5163372476465489
0.5252782543612752,C,0.4892129041455022
0.9707671763851456,B,-1.3167738791289867
1.0841105175644803,B,-2.0427031534053834
-1.4736779036529712,C,-0.800039454016449
0.3725958547501841,C,-0.8468499062239145
-0.8386120811220019,B,2.432419078991088
0.05177545618293496,C,0.2837777943757973
0.6318822182588618,D,1.5454625638073678
0.45457944641484166,A,1.2427781638497426
-0.7325685725252494,B,1.0450813739379154
0.843943174968094,A,1.1472526410806552
-1.6830550867630154,C,0.030215847783560124
-0.35797263572038035,D,-0.5638985759291049
0.46790823723721864,C,-0.13829900814214882
0.994512292487412,A,0.44587726012203077
0.19904949922956217,A,-0.510025167584294
0.018337255047881976,A,-0.10098652933476009
-0.1567265292967557,C,0.4356822265559229
-0.5878859090974349,B,0.07244614535115734
-0.6071324429785246,D,-1.9286902450516834
0.5851735599455765,D,1.6469106576888048
0.788167820781895,C,0.8716034964127113
-0.022046222028219292,C,0.47835145789414224
-0.8857689179757966,B,2.097448416623314
0.8209447211348914,C,-0.429797964051847
-0.42760741856180556,C,-0.9656490799455543
-1.1631413898049427,A,0.13331595506761754
-0.9414004196242752,A,-0.14968566900474753
0.021635711225613204,A,-0.06094358884446437
-1.6234633854862104,D,-3.0233452184567833
0.4360277060256053,B,-0.22941870231783712
-0.313702134081352,C,1.1056931429806367
0.6854779564757072,A,0.3033221769053256
0.8002611463996215,A,0.6778207793882952
